OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,PropertyType,MlsStatus,ElementarySchool,ListAgentFirstName,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,DaysOnMarket,StreetNumberNumeric,LivingArea,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,Longitude,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,Latitude,ListPrice,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,ListAgentLastName,CloseDate,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,BuyerOfficeName,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,UnparsedAddress
875000.0,1156771490,,,Scott,Minshall,33.83901,-117.777731,6028 E Montefino Lane,Residential,1203.0,875000.0,0,Keller Williams Realty,,,Scott Minshall,,,,,,,Monthly,,1156771490,77 - Anaheim Hills,,Orange,Residential,ComingSoon,,Scott,True,4.0,,SingleFamilyResidence,0.1092,Camino Grande Villas (CMGR),,1985,0,6028,1203.0,PW26070407,2,Anaheim Hills,,,2,2026-04-09,-117.777731,,,,2026-02-25,,,33.83901,875000.0,CA,,,True,1,,One,Minshall,,,4758.0,2,False,2.0,Orange Unified,92807,,390.0,4758.0,,6028 E Montefino Lane
1330000.0,1156767495,,,BIYUN,GAO,34.127055,-118.063618,1027 Arcadia Ave C,Residential,1773.0,1330000.0,0,Real Brokerage Technologies,,,BIYUN GAO,,,,,,,Monthly,,1156767495,605 - Arcadia,,Los Angeles,Residential,Active,,BIYUN,False,2.0,,Condominium,0.26,,,2023,0,1027,1773.0,WS26071851,3,Arcadia,,,4,2026-02-25,-118.063618,,,,2026-02-25,,,34.127055,1330000.0,CA,,,False,2,,Two,GAO,,,0.26,1,False,2.0,Arcadia Unified,91007,,437.0,11325.6,,1027 Arcadia Ave C
939990.0,1156767052,,,Michelle,Perlich,35.258287,-120.679983,1868 San Luis Ranch,Residential,1545.0,939990.0,0,Acquire Mortgage & Real Estate,,,Michelle Perlich,,,,,,,Monthly,,1156767052,SLO - San Luis Obispo,,San Luis Obispo,Residential,Active,,Michelle,True,4.0,,SingleFamilyResidence,0.062,San Luis Obispo(380),,2022,0,1868,1545.0,SC26030725,3,San Luis Obispo,,,3,2026-02-10,-120.679983,,,,2026-02-10,,,35.258287,939990.0,CA,,,False,2,,Two,Perlich,,,2700.0,0,False,2.0,San Luis Coastal Unified,83401,,83.0,2700.0,,1868 San Luis Ranch
875000.0,1156766944,,,Sun,Greene,33.216213,-117.374214,1010 San Juan Street,Residential,900.0,875000.0,0,Real Broker,,,Sun Greene,,,,,,,,,1156766944,92058 - Oceanside,,San Diego,Residential,Active,,Sun,True,3.0,,SingleFamilyResidence,0.14,,,1954,0,1010,900.0,NDP2603204,1,Oceanside,,,3,2026-02-09,-117.374214,,,,2026-02-09,,,33.216213,875000.0,CA,,,False,1,,One,Greene,,,0.14,,,1.0,Oceanside Unified,92058,,0.0,6098.4,,1010 San Juan Street
1269000.0,1156764194,,,Rowena,Emmett,34.248015,-118.265447,4920 Lowell Avenue,Residential,1555.0,1269000.0,0,Keller Williams Real Estate Services,,,Rowena Emmett,,,,,,,,,1156764194,635 - La Crescenta/Glendale Montrose & Annex,,Los Angeles,Residential,Active,Dunsmore,Rowena,True,2.0,,SingleFamilyResidence,0.2307,,,1966,0,4920,1555.0,P1-26540,2,Glendale,,,4,2026-02-17,-118.265447,,,,2026-02-17,,,34.248015,1269000.0,CA,,Rosemont,True,1,,One,Emmett,,,10051.0,,,2.0,,91214,,,10051.0,,4920 Lowell Avenue
655000.0,1156756810,,,Katherine,Materiale,33.558513,-117.222967,24395 Silver Bullet Way,Residential,2230.0,655000.0,0,Real Brokerage Technologies,,,Katherine Materiale,,,,,,,,,1156756810,SRCAR - Southwest Riverside County,,Riverside,Residential,Active,Murrieta,Katherine,True,3.0,,SingleFamilyResidence,0.18,,,1990,0,24395,2230.0,SW26064453,3,Murrieta,,,4,2026-02-24,-117.222967,,,,2026-02-24,,,33.558513,655000.0,CA,,Thompson,True,1,Murrieta Valley,One,Materiale,,,7841.0,4,False,3.0,Murrieta,92562,,0.0,7841.0,,24395 Silver Bullet Way
2199999.0,1156755185,,,Laurie,Vallett,33.070451,-117.236133,3311 Camino Coronado,Residential,2348.0,2199999.0,0,"LPT Realty, Inc",,"LPT Realty, Inc",Laurie Vallett,Val,Ives,,,,,Monthly,,1156755185,92009 - Carlsbad,,San Diego,Residential,ComingSoon,,Laurie,True,4.5,,SingleFamilyResidence,0.1446,,,1996,0,3311,2348.0,SW26047448,3,Carlsbad,,,4,2026-04-10,-117.236133,,,,2026-02-25,,,33.070451,2199999.0,CA,,,True,2,La Costa Canyon,Two,Vallett,,,6300.0,1,False,2.0,San Dieguito Union,92009,,145.0,6300.0,,3311 Camino Coronado
499000.0,1156731071,,,Joanna,Freter,32.801784,-117.236897,1855 Diamond St 5-218,Residential,653.0,499000.0,0,Coldwell Banker West,,,Joanna Freter,,,,,,,Monthly,,1156731071,92109 - Pacific Beach,,San Diego,Residential,Active,,Joanna,True,1.0,,Condominium,,,,1975,0,1855,653.0,NDP2603191,1,San Diego,,,1,2026-02-19,-117.236897,,,,2026-02-19,,,32.801784,499000.0,CA,,,False,1,,One,Freter,,,,,,1.0,San Diego Unified,92109,,808.0,,,1855 Diamond St 5-218
1990000.0,1156727152,,,Yueming,Zhang,33.668432,-117.716317,446 Chorus,Residential,2669.0,1990000.0,0,Realty One Group West,,Realty One Group West,Yueming Zhang,Xuejiao,Li,,,,,Monthly,,1156727152,GP - Great Park,,Orange,Residential,Active,,Yueming,True,11.0,,Condominium,0.1146,,,2022,0,446,2669.0,OC26071348,4,Irvine,,,4,2026-02-06,-117.716317,,,,2026-02-06,,,33.668432,1990000.0,CA,,,False,2,,Two,Zhang,,,4990.0,3,False,2.0,Irvine Unified,92618,,240.0,4990.0,,446 Chorus
1459000.0,1156723304,,,Missy,Sandefur,33.58515,-117.651884,27301 Monforte,Residential,2301.0,1459000.0,0,"Jason Mitchell Real Estate California, Inc.",,,Missy Sandefur,,,,,,,Monthly,,1156723304,MS - Mission Viejo South,,Orange,Residential,Active,Carl Hankey,Missy,True,2.0,,SingleFamilyResidence,0.1157,Cortez (CZ),,1980,0,27301,2301.0,OC26062964,3,Mission Viejo,,,3,2026-02-16,-117.651884,,,,2026-02-16,,,33.58515,1459000.0,CA,,Newhart,True,2,Capistrano Valley,Two,Sandefur,,,5040.0,0,False,2.0,Capistrano Unified,92692,,350.0,5040.0,,27301 Monforte
1555000.0,1156718522,,,Markus,Canter,34.817402,32.49799,"1 Minthis Resort Villa, Pafos, Cyprus",Residential,1685.0,1555000.0,42,Berkshire Hathaway HomeServices California Properties,,Berkshire Hathaway HomeServices California Properties,Markus Canter,Yana,Beranek,,,,,Monthly,,1156718522,,,Other,Residential,Active,,Markus,,0.0,,SingleFamilyResidence,0.106,,,,42,1,1685.0,26669483,3,,,1685.0,3,2026-02-19,32.49799,,,,2026-02-19,,,34.817402,1555000.0,,,,False,1,,One,Canter,,,4618.0,,False,,,85400,,1600.0,4618.0,,"1 Minthis Resort Villa, Pafos, Cyprus"
645000.0,1156718521,,,Susan,Vega,33.623726,-117.743843,23322 Caminito Los Pocitos 128,Residential,1368.0,645000.0,0,Realty One Group West,,,Susan Vega,,,,,,,Monthly,,1156718521,S2 - Laguna Hills,,Orange,Residential,Active,,Susan,True,2.0,,Condominium,0.0302,Laguna Village (LV),,1986,0,23322,1368.0,OC26067814,2,Laguna Hills,,,2,2026-02-27,-117.743843,,,,2026-02-27,,,33.623726,645000.0,CA,,,True,2,,Two,Vega,,,1317.0,0,False,2.0,Saddleback Valley Unified,92653,,540.0,1317.0,,23322 Caminito Los Pocitos 128
325000.0,1156718288,,,Bianca,Rzeslawski Villela,32.750768,-117.150237,3950 Cleveland Avenue 215,Residential,366.0,325000.0,0,24K International Realty,,24K International Realty,Bianca Rzeslawski Villela,Bianca,Rzeslawski Villela,,,,,Monthly,,1156718288,92103 - Mission Hills,,San Diego,Residential,Active,,Bianca,False,1.0,,Condominium,0.39,,,1987,0,3950,366.0,PTP2602469,1,San Diego,,,0,2026-02-04,-117.150237,,,,2026-02-04,,,32.750768,325000.0,CA,,,False,1,,One,Rzeslawski Villela,,,0.39,,False,1.0,San Diego Unified,92103,,430.0,16988.4,,3950 Cleveland Avenue 215
489900.0,1156715846,,,Steven,Bryie,32.747355,-117.069608,3980 Faircross Place 24,Residential,1069.0,489900.0,1,Harcourts One,,Real Broker,Steven Bryie,Andres,Duran,,,,,Monthly,,1156715846,92115 - San Diego,,San Diego,Residential,Active,,Steven,False,1.0,,Condominium,2.47,,,1985,1,3980,1069.0,NDP2603167,2,San Diego,,,2,2026-02-28,-117.069608,,,,2026-02-28,,,32.747355,489900.0,CA,,,False,1,,One,Bryie,,,2.47,,,1.0,San Diego Unified,92115,,615.0,107593.2,,3980 Faircross Place 24
515900.0,1156715749,,,Diana,Palencia,34.468367,-117.404166,11892 Espola Place,Residential,2401.0,515900.0,1,Wedgewood Homes Realty,,WEDGEWOOD HOMES REALTY,Diana Palencia,RAY,"DURAN, III",,,,,,,1156715749,VIC - Victorville,,San Bernardino,Residential,Active,,Diana,True,3.0,,SingleFamilyResidence,0.1671,,,2019,1,11892,2401.0,PW26070298,3,Victorville,,,4,2026-02-26,-117.404166,,,,2026-02-26,,,34.468367,515900.0,CA,,,False,2,,Two,Palencia,,,7280.0,1,False,3.0,Snowline Joint Unified,92392,,0.0,7280.0,,11892 Espola Place
1079000.0,1156682383,,,Kayla,Breneman,33.829074,-118.046615,9179 Esther Street,Residential,1400.0,1079000.0,0,Bon Life Real Estate Corporation,,,Kayla Breneman,,,,,,,,,1156682383,80 - Cypress North of Katella,,Orange,Residential,ComingSoon,Arnold,Kayla,True,2.0,,SingleFamilyResidence,0.132,Somerset,,1971,0,9179,1400.0,OC26064372,2,Cypress,,,4,2026-04-11,-118.046615,,,,2026-02-10,,,33.829074,1079000.0,CA,,Lexington,True,1,Cypress,One,Breneman,,,5748.0,4,False,2.0,Anaheim Union High,90630,,0.0,5748.0,,9179 Esther Street
470000.0,1156677825,,,Jeff,Anderson,33.746305,-118.309625,106 N Western Avenue 104,Residential,1040.0,470000.0,1,eXp Realty of California Inc,,eXp Realty of California Inc,Jeff Anderson,Jennifer,Chang,,,,,Monthly,,1156677825,186 - Miraleste Pines,,Los Angeles,Residential,Active,,Jeff,False,2.0,,Condominium,0.374,,,1975,1,106,1040.0,PW26069179,2,San Pedro,,,2,2026-02-13,-118.309625,,,,2026-02-13,,,33.746305,470000.0,CA,,,True,1,,One,Anderson,,,16291.0,2,False,2.0,Los Angeles Unified,90732,,552.0,16291.0,,106 N Western Avenue 104
675000.0,1156674667,,,Eric,Van Denk,36.072233,-119.027941,355 Pearson,ResidentialIncome,,675000.0,1,Central Valley Property Advisors,,,Eric Van Denk,,,,,,,,,1156674667,,,Tulare,ResidentialIncome,Active,,Eric,,4.0,,Quadruplex,0.1377,,,1973,1,355,,MD26071177,,Porterville,,4399.0,,2026-02-24,-119.027941,,,,2026-02-24,,,36.072233,675000.0,CA,,,,2,,Two,Van Denk,,,6000.0,,False,4.0,,93257,,,6000.0,,355 Pearson
499000.0,1156668158,,,John,Selby,32.70972554,-117.15418862,1150 J St 715,Residential,735.0,499000.0,0,Compass,,,John Selby,,,,,,,Monthly,,1156668158,92101 - San Diego Downtown,,San Diego,Residential,Active,,John,,1.0,,Condominium,,Out Of Area,,2005,0,1150,735.0,260007743SD,1,San Diego,,,1,2026-02-05,-117.15418862,,,,2026-02-05,,,32.70972554,499000.0,CA,,,False,1,,One,Selby,,,,,False,1.0,,92101,,545.0,,,1150 J St 715
675000.0,1156666295,,,Eric,Van Denk,36.072064,-119.027921,345 Pearson,ResidentialIncome,,675000.0,1,Central Valley Property Advisors,,,Eric Van Denk,,,,,,,,,1156666295,PORT - Porterville,,Tulare,ResidentialIncome,Active,,Eric,,4.0,,Quadruplex,0.1653,,,1973,1,345,,MD26071157,,Porterville,,4399.0,,2026-02-24,-119.027921,,,,2026-02-24,,,36.072064,675000.0,CA,,,True,,,,Van Denk,,,7200.0,,False,4.0,,93257,,,7200.0,,345 Pearson
613000.0,1156636433,,,Laura,Gonzalez,32.803443,-117.03946,7255 Navajo Rd C320,Residential,1289.0,613000.0,0,Real Broker,,,Laura Gonzalez,,,,,,,Monthly,,1156636433,92119 - San Carlos,,San Diego,Residential,Active,,Laura,False,2.0,,Condominium,,,,1987,0,7255,1289.0,400109521,2,San Diego,,,2,2026-02-25,-117.03946,,,,2026-02-25,,,32.803443,613000.0,CA,,,False,1,,One,Gonzalez,,,,2,False,2.0,San Diego Unified,92119,,721.0,,,7255 Navajo Rd C320
799999.0,1156633179,,,Stacia,O'Shea,32.71309826,-117.02046573,,Residential,1440.0,799999.0,0,NewTown Real Estate,,,Stacia O'Shea,,,,,,,,,1156633179,92114 - Encanto,,San Diego,Residential,ComingSoon,,Stacia,,5.0,,SingleFamilyResidence,0.1217,San Diego,,1973,0,,1440.0,260007717SD,2,San Diego,,,4,,-117.02046573,,,,2026-02-22,,,32.71309826,799999.0,CA,,,True,2,,Two,O'Shea,,,5300.0,,False,2.0,,92114,,,5300.0,,
1249888.0,1156632152,,,Elena,Gholaman,33.46998429,-117.08802543,45190 Saint Tisbury,Residential,3545.0,1249888.0,0,"eXp Realty of Southern California, Inc.",,,Elena Gholaman,,,,,,,Monthly,,1156632152,SRCAR - Southwest Riverside County,,Riverside,Residential,Pending,,Elena,True,5.0,,SingleFamilyResidence,0.22,,,1997,0,45190,3545.0,260007715SD,3,Temecula,,,4,2026-03-23,-117.08802543,,,2026-03-23,2026-02-21,,,33.46998429,1249888.0,CA,,,True,2,,Two,Gholaman,,,9583.0,,False,3.0,,92592,,135.0,9583.0,,45190 Saint Tisbury
850000.0,1156631791,,,Gail,Duchetta,33.904346,-118.020025,14617 Cortina,Residential,1593.0,850000.0,0,Landmark Realty Services,,,Gail Duchetta,,,,,,,,,1156631791,M3 - La Mirada,,Los Angeles,Residential,ComingSoon,,Gail,True,2.0,,SingleFamilyResidence,0.191,,,1955,0,14617,1593.0,PW26055528,3,La Mirada,,,5,2026-04-15,-118.020025,,,,2026-02-06,,,33.904346,850000.0,CA,,,True,1,,One,Duchetta,,,8318.0,5,False,2.0,Norwalk - La Mirada,90638,,0.0,8318.0,,14617 Cortina
1249000.0,1156599894,,,Jason,Schnitzer,33.79448,-118.016434,6722 Sambar,Residential,1254.0,1249000.0,1,ReMax Tiffany Real Estate,,ReMax Tiffany Real Estate,Jason Schnitzer,Marissa,Cronin,,,,,,,1156599894,56 - Cypress South of Orangewood,,Orange,Residential,Active,Patton,Jason,True,2.0,,SingleFamilyResidence,0.1582,,,1962,1,6722,1254.0,PW26070691,2,Cypress,,,4,2026-02-24,-118.016434,,,,2026-02-24,,,33.79448,1249000.0,CA,,Bell Intermediate,True,1,Pacifica,One,Schnitzer,,,6890.0,4,False,2.0,Garden Grove Unified,90630,,0.0,6890.0,,6722 Sambar
2850000.0,1156588791,,,Tom,Dinoto,32.790406,-117.239692,3903 Haines,ResidentialIncome,,2850000.0,1,Coldwell Banker West,,,Tom Dinoto,,,,,,,,,1156588791,92109 - Pacific Beach,,San Diego,ResidentialIncome,Active,,Tom,,2.0,,Triplex,0.0628,,,2026,1,3903,,NDP2603152,0,San Diego,,1967.0,,2026-02-18,-117.239692,,,,2026-02-18,,,32.790406,2850000.0,CA,,,False,,,,Dinoto,,,2736.0,,True,0.0,,92109,,0.0,2736.0,,3903 Haines
3350000.0,1156587692,,,Tom,Dinoto,32.790337,-117.239771,3901 Haines,ResidentialIncome,,3350000.0,1,Coldwell Banker West,,,Tom Dinoto,,,,,,,,,1156587692,92109 - Pacific Beach,,San Diego,ResidentialIncome,Active,,Tom,,2.0,,Triplex,0.0628,,,2026,1,3901,,NDP2603151,0,San Diego,,2207.0,,2026-02-18,-117.239771,,,,2026-02-18,,,32.790337,3350000.0,CA,,,False,,,,Dinoto,,,2735.0,,True,0.0,,92109,,0.0,2735.0,,3901 Haines
850000.0,1156584232,2026-03-31,830000.0,KJ,Ticehurst,33.862645,-118.140949,4414 4414 Arabella Street,Residential,1116.0,850000.0,0,Think Boutiq Real Estate,Think Boutiq Real Estate,,KJ Ticehurst,,,pwtickri,KJ,Ticehurst,,,,1156584232,MAYF - Mayfair,,Los Angeles,Residential,Closed,,KJ,False,2.0,,SingleFamilyResidence,0.1443,Lakewood Park/North of Del Amo (LND),PacificWest,1944,0,4414,1116.0,PW26032792,2,Lakewood,,,3,2026-03-31,-118.140949,,,2026-02-26,2026-02-10,,,33.862645,850000.0,CA,,,False,1,,One,Ticehurst,2026-03-31,,6285.0,3,False,2.0,Bellflower Unified,90712,Think Boutiq Real Estate,0.0,6285.0,,4414 4414 Arabella Street
1195000.0,1156576630,,,Peyman,Mortezaie,32.651613,-117.061862,3875 Grandview,Residential,1328.0,1195000.0,0,LPT Realty,,,Peyman Mortezaie,,,,,,,,,1156576630,91902 - Bonita,,San Diego,Residential,Active,,Peyman,,0.0,,SingleFamilyResidence,1.0,,,1953,0,3875,1328.0,NDP2603144,2,Bonita,,,3,2026-02-26,-117.061862,,,,2026-02-26,,,32.651613,1195000.0,CA,,,True,1,,One,Mortezaie,,,1.0,,,0.0,Bonita Unified,91902,,0.0,43560.0,,3875 Grandview
2949.0,1156574702,,,Monica,Macias,33.787679,-117.166207,28441 Dusky Willow,ResidentialLease,2145.0,2949.0,0,Magnum Property Management,,,Monica Macias,,,,,,,,,1156574702,SRCAR - Southwest Riverside County,,Riverside,ResidentialLease,Active,,Monica,True,2.0,,SingleFamilyResidence,0.1,,,2024,0,28441,2145.0,SW26070717,3,Nuevo,,,3,2026-02-23,-117.166207,,,,2026-02-23,,,33.787679,2949.0,CA,,,False,2,,Two,Macias,,,4356.0,0,False,2.0,Perris Union High,92567,,,4356.0,,28441 Dusky Willow
399999.0,1156573418,,,Sarah,Meester,32.786626,-116.958372,792 Avocado Avenue 7,Residential,789.0,399999.0,0,Real Broker,,,Sarah Meester,,,,,,,Monthly,,1156573418,92020 - El Cajon,,San Diego,Residential,Active,,Sarah,False,2.0,,Condominium,3.06,,,1990,0,792,789.0,PTP2602456,1,El Cajon,,,2,2026-02-23,-116.958372,,,,2026-02-23,,,32.786626,399999.0,CA,,,False,2,,Two,Meester,,,3.06,0,,0.0,Grossmont Union,92020,,460.0,133293.6,,792 Avocado Avenue 7
,1156569696,,,Bill,Carpenter,35.278068,-120.666751,570 Higuera St 104,CommercialLease,,,0,"Archer Wilkinson, Inc.",,,Bill Carpenter,,,,,,,,,1156569696,SLO - San Luis Obispo,,San Luis Obispo,CommercialLease,Active,,Bill,,,,Retail,0.0163,,,,0,570,,SC26070693,,San Luis Obispo,,712.0,,2026-02-19,-120.666751,,,,2026-02-19,,,35.278068,,CA,,,,,,,Carpenter,,,712.0,,,,,93401,,,712.0,,570 Higuera St 104
12000.0,1156568448,,,Chad,Concolino,33.548375,-117.802645,128 Crescent Bay Drive,ResidentialLease,2800.0,12000.0,0,Main Beach Realty,,Main Beach Realty,Chad Concolino,Dean,Nunis,,,,,,,1156568448,NL - North Laguna,,Orange,ResidentialLease,Active,,Chad,False,2.0,,SingleFamilyResidence,0.1113,North Laguna (NL),,1956,0,128,2800.0,LG26041750,3,Laguna Beach,,,4,2026-02-25,-117.802645,,,,2026-02-25,,,33.548375,12000.0,CA,,,True,2,,Two,Concolino,,,4850.0,3,False,2.0,Laguna Beach Unified,92651,,0.0,4850.0,,128 Crescent Bay Drive
